Tweet,HS,Abusive,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other
nayeon 9 member kali suka ngepost instagram cerita suka bilang lesbi budak cinta banget kali,0,0,0,0,0,0,0
biadab uus keparat tunggu monas koar koar hidup anjing,1,1,0,0,0,0,1
sinting minum obat uniform resource locator,1,1,0,0,0,0,1
kena sanksi as produksi alumunium rusia ancam turun,0,0,0,0,0,0,0
lukman hakim saifuddin substansial percaya agama,0,0,0,0,0,0,0
haha pepatah laden orang dungu debat gue amin deh,1,1,0,0,0,0,0
te awa banget jancuk wkwk,1,1,0,0,0,0,0
ya ya beda cerita konyol asing ,0,0,0,0,0,0,0
muuuaaak lihat muka sih tk kepret rr go publik,1,1,0,0,0,0,1
orang turun cina gubernur indonesia bicara orang padang presiden singapura,1,0,0,1,0,0,0
maklum gue korea orisinal sipit,0,0,0,0,0,0,0
satria anies sandi mundur,1,0,0,0,0,0,1
dalil hadis susul ijma amp qiyas hukum akal ketemu barang asa makna spe i larang bakar sampah kubur rupa produk qiyas ibnu mas ra jenazah orang mukmin,0,0,0,0,0,0,0
enak nete tau bagus kenang facebook,1,1,0,0,0,0,0
dewan wakil rakyat bubar fungsi habis anggar ladang korupsi uang mahar,1,0,0,0,0,0,1
dasar kaum onta bacot gede istigfar,1,1,0,0,0,0,1
tokoh agama politik praktis jabat jabat publik identitas agama lingkung agama buddha biksu makan daging iya minum minum keras iya keluarga,1,0,1,0,0,0,0
worry lessnya susah ngid minum kayak onta tuuuu minum air infused water ,0,0,0,0,0,0,0
tuju jokowi berani lengser gatot jokowi,1,0,0,0,0,0,1
tindak soemantri orang jabat negara nama negara penuh undang usaha swasta asing patut freepo 51,0,0,0,0,0,0,0
jaka a 58 lihat asing asing asong taekkk,1,1,0,0,0,0,1
jawa ganti gubernur sudirman said ida fauziyah,0,0,0,0,0,0,0
otoriter bukti ott ai politik ya tangkap,1,0,0,0,0,0,1
cina indonesia po an tui gabung kompeni bunuh pribumi,1,0,0,1,0,0,0
kayak kutuk,1,1,0,0,0,0,1
bang bang juru bicara kayak jablay gegarotan ya jablay suka pakai kali,1,1,0,0,0,0,1
tim 1 pakai usaha produce orang 0 titik te inggi tim 2 perform lancar cacat lihat darimanapun tim 1 bagus men,0,0,0,0,0,0,0
peduli reply ku sambung 2019 ganti presiden 2019 ganti presiden 2019 ganti presiden 2019 ganti presiden 2019 ganti presiden 2019 ganti presiden 2019 ganti presiden 2019 ganti presiden 2019 ganti presiden 201,1,0,0,0,0,0,1
salah pilih gubernur usung isu sara,1,0,0,0,0,0,1
pesan tangkap cebong liberal anti islam islam politik pisah agama politik strategi basi ala o,1,1,1,0,0,0,0
1988 wilayah palestina kosong palestina salah propinsi khalifah turki usmani turki hancur sekongkol yahudi dukung ronta kemal attaturk,0,0,0,0,0,0,0
melayu letak dosa contoh utama tudung wajar tek ,0,0,0,0,0,0,0
marah kak tar ubah monyet,1,1,0,0,0,0,0
haha aiman bodoh swafoto spanar ,1,1,0,0,0,0,0
indonesia lawyers club prabowo serang indonesia lawyers club sukses undang orang gila ahok kalah lupa potong kuping gila gila gila gila gila ,1,1,0,0,1,0,0
sumpaaah kayak habis iya olimpiade pagelaran budaya siii wkwk,0,0,0,0,0,0,0
fantom all role dungu dog fighting nbut i will take phantom other tahan fishbed 15 menit be empur,1,1,0,0,0,0,0
anjir setan,1,1,0,0,0,0,1
selera musik modern playlist lagu takut bilang anak indie idiot warganet insecure musik jadul sampah mending bilang anak indie idiot anak jadul idiot,1,1,0,0,0,0,0
titah ku sih gunawan asri kunyuk nu kena kehed,1,1,0,0,0,0,0
lihat tekan kuat oposisi te utup detik detik rakyat kejut tokoh nasional ai berangan rezim ubah haluan bar rapi tangga istana cari makan,0,0,0,0,0,0,0
cebong ya bau amis,1,1,0,0,0,0,1
cermin main elok pusing cuba gambar hai cacat haha,1,1,0,0,0,0,0
bijak pro asing le coba le buka syarat syarat investasi to indonesia republik rakyat cina klausul tenaga kerja asing nya,0,0,0,0,0,0,0
rezim tongkol nya sontek pikir sontek nya standar asli jijik gue lihat laku sih kacung cina 2019 ganti kacung 2019 ganti presiden 2019 ganti rezim,1,1,0,0,0,0,1
cewek bejat banget sih cy,1,1,0,0,0,1,0
maaf bang salah haha insyaallah iya bang orang hina sangkut ulama tawar tawar bela mudah mudah orang hina kayak sih,0,0,0,0,0,0,0
in case missed it swat sfc selamat monyet proboscis uniform resource locator uniform resource locator,0,0,0,0,0,0,0
cebong boros bacot hemat pakai otak,1,1,0,0,0,0,1
direktorat jenderal bima islam menteri agama ri health and financial manajemen training bismillah strategic action tim aksinesia islamic wealth manajemen financial planning syariat syariat wealth latih at his grand savero,0,0,0,0,0,0,0
2019 ganti presiden anggur tingkat,1,0,0,0,0,0,1
naib presiden ppbm kantoikan dap terima taja negara asing patut dap lantang tolak akta dana politik takut rahsia sumber duit i kanto tolak pakat tolak dewan adat papua jombn hebat negara,0,0,0,0,0,0,0
tagar ganti lengser jokowi,1,0,0,0,0,0,1
tingkat fitur aman paspor indonesia negara negara asing minat fasilitas warga negara indonesia khusus pegang paspor,0,0,0,0,0,0,0
anjir greget gue wkwk,1,1,0,0,0,0,0
pru 14 presiden pas datuk seri abdul had awang mempe ahankan kerusi dewan undang negeri dun razia hibur rendang be anding kerusi parlemen setia usaha agung pas datuk takiyuddin hasan,0,0,0,0,0,0,0
lengser jokowi megawati lengser ahok lengser ahok padam lilin nusantara,1,0,0,0,0,0,1
coba sikap bodoh hidup salah manusia ,0,0,0,0,0,0,0
avatarnya sarap main ojek,1,1,0,0,0,0,0
kristen,0,0,0,0,0,0,0
bubar dewan wakil rakyat manfaat hambat maju tega hukum negara republik indonesia,1,0,0,0,0,0,1
beda layout picek,1,1,0,0,1,0,0
buah kristen suriah arab islam pakai alah allah bukti literatur suriah arab islam,0,0,0,0,0,0,0
a idealis pandai simpan rahasia sombong,0,0,0,0,0,0,0
jumpa maklumat pasal bangsa parut kat muka perempuan cam kesan toreh pisau budaya cantik ritual agama mazhab islam,0,0,0,0,0,0,0
kali copot spanduk tangkap pasang konsekuensi cela bravo polisi republik indonesia,0,0,0,0,0,0,0
haha gue jijik gue sindir lihat isi direct message mantan gue haha alhamdulillah pacar inrl amp bahagia fana ,0,0,0,0,0,0,0
warga badui selesai tradisi seba pendopo perintah kabupaten lebak be emu gubernur banten wahidin halim sabtu 21 4 seba badui 2018 sabtu 21 april 2018,0,0,0,0,0,0,0
setan kutuk,1,1,0,0,0,0,1
wkwk geblek banget,1,1,0,0,0,0,1
mustahil polisi berani tangkap kubu mustahil bin mustahil kepala polisi republik indonesia politic id,1,0,0,0,0,0,1
sosok pimpin sederhana ta dzim ulama gus ipul pikul sang guru istirahat pilih gus ipul mbak puti gusti top markotop gusti bangkal,0,0,0,0,0,0,0
paksa tanam van den bosch ambil hasil jual belanda via voc hasil korup voc sayang merdeka pin hasil panen salur badan perintah amp korup jabat bangkai,1,1,0,0,0,0,1
be eriak takut rakyat presiden 2 periode lawan prabowo agen ganda bayar promosi tokoh rakyat bingung pecah suara,0,0,0,0,0,0,0
niat elegan puisi tampil norak amp dungu bangga budaya indonesia serang agama kampung uniform resource locator,1,1,0,0,0,0,1
biar gatot ngeles hati nih udang micin prabowo mekar senyum,1,0,0,0,0,0,1
nama beli investasi dana 2 equity modal debt utang bank bank sedia pinjam degan bunga competitive bera i milik asing milik milik indonesia,0,0,0,0,0,0,0
kacung kacung bela majikan cina keparat proses hukum kacung cari muka,1,1,0,1,0,0,0
binaraga ambon kocok kontol sembur pejuh uniform resource locator,1,1,0,0,0,0,0
tolong lihat bok ya panggil pas papas buta budek tunggu ,0,0,0,0,0,0,0
masyarakat sastrawan lestari budaya hilang masyarakat buka mata kepala pilih pimpin bangsa indonesia lawyers club prabowo balas pantun 2019belumtaus,0,0,0,0,0,0,0
contoh nya daerah khusus kota impor bawang cina gubernur nya kroni sih tengku,0,0,0,0,0,0,0
ejek islam ajar islam salah islam islam,1,0,1,0,0,0,0
oh yeke isu negara kafir nih,1,0,1,0,0,0,0
gue percaya buaya darat,0,0,0,0,0,0,0
protes mulu kayak dewan wakil rakyat,0,0,0,0,0,0,0
nama bule laku idiot bela sih malu ya anjing bayar sekolah mending comberan bayar maju jual biji kunyuk,1,1,0,0,1,0,0
asta mata melek sadar sadar fokus bullshit fokus gara gara minum gue minum 3 liter kayak onta beser gagal fokus,1,1,0,0,0,0,1
jokowi antek asing wkwk,0,0,0,0,0,0,0
jam 7 an mu tidur ya ganggu km malam jumat ngentot jumat malam ngentot dek nung uniform resource locator,1,1,0,0,0,0,0
jomlo jablay kebelet pacar jomlo jablay kebelet pacar,1,1,0,0,0,1,0
presiden i je layak pm manusia i nih harap i nak pm sembilan puluh buang tabiat,0,0,0,0,0,0,0
om makar om adil sosial sosial taipan korup makar makar rezim lengser jokowi,1,0,0,0,0,0,1
agama patut mengatasnamakan agama cover perkara orang,0,0,0,0,0,0,0
nama gue kes kristen banget orang orang ya ayah sih keren ayah gaul lingkung tionghoa,0,0,0,0,0,0,0
te ipu polos rezim anti islam politic id,1,0,1,0,0,0,0
awwww comel nya asing warna,0,0,0,0,0,0,0
bajing silvy debat final pilih kepala daerah jaka a,1,1,0,0,0,0,1
wkwk bangkai ketuk jendela,1,1,0,0,0,0,0
bicara sih kontol,1,1,0,0,0,0,1
hembus tenaga kerja asing asing kuasa driver ojek online ,0,0,0,0,0,0,0
adik nama manusia waras henti benci asing asing gerak kafir manusia,0,0,0,0,0,0,0
asing,0,0,0,0,0,0,0
cacat anak anak kayak tau kondisi biar tau reaksi orang tua ,0,0,0,0,0,0,0
produk gagal beli ya cundang nih om sedia kaos tim negara negara onta payah bikin tau selera pasar ,1,1,0,0,0,0,1
risau nih asuh lesbi ,0,0,0,0,0,0,0
berengsek bajing sih waras gue astagfirullah uniform resource locator,1,1,0,0,0,0,1
cebong suram dolar diam tenaga kerja asing bondong bondong masuk diam ribut bong ai adil sejahtera ,1,1,0,0,0,0,1
nyata sampah dasar sontoloyo,1,1,0,0,0,0,1
tuju bahasa umpama al qur an pedoman tuntun pandu umat islam jalan koridor agama,0,0,0,0,0,0,0
oh scamming ya urus bego orang butuh,1,1,0,0,0,0,1
kelojot dukung anies sandi,1,0,0,0,0,0,1
jokowi mundur tutup uniform resource locator,1,0,0,0,0,0,1
madi arya lapor rocky gerung polisi serius kitab suci fiksi rocky nyata salah hina tunggu anut agama a anggap kitab suci,0,0,0,0,0,0,0
gue harun yahya ilmuwan yahudi jaman,0,0,0,0,0,0,0
deklarasi anti hoaks pilih kepala daerah damai jukir tambakrejo simoke o,0,0,0,0,0,0,0
iya islam usik nama cebong resek asyik ,1,1,0,0,0,0,1
ambil referensi status facebook twitter instagram no kontak alas lupa bangsa tolol maju maju,1,1,0,0,0,0,1
lae makan bawang putih hasil impor asing by,0,0,0,0,0,0,0
nyata anjing,1,1,0,0,0,0,0
kamar dagang industri gubernur suka marah marah pilih,0,0,0,0,0,0,0
ya serah balas fokus kerja kerja tugas proyek seni budaya 2 langsung kumpul presentasi syukur nilai muas proyek,0,0,0,0,0,0,0
1000 cebong laden sepe i sindir nyinyir istilah cebong haha bilang,1,1,0,0,0,0,1
bekal final abang none tingkat wilayah kota administrasi kabupaten 2018 balai agung balai kota wakil gubernur a hadir kepala dinas parbud daerah khusus kota jaka a,0,0,0,0,0,0,0
congor rusak muak orang lihat orang,1,1,0,0,1,0,0
kayak indonesia orang indonesia cina aneh ayo pribumi usir negeri,1,0,0,1,0,0,0
rezim sipil keri lihat pimpin orang rezim sok rakyat sungguh anti rakyat umat islam,1,0,0,0,0,0,1
tetangga perawan tua lesbi nyinyir resek,1,1,0,0,0,0,0
cebong jago bikin sebar hoaks,1,1,0,0,0,0,1
referensi ustaz ustaz mutu ya ustaz nya kalang coba referensi nya ustaz syafiq riza ustaz bachtiar nasir ustaz tengku zulkarnain kakak gym k,0,0,0,0,0,0,0
manchester united main arab biar berkah kayak lambang setan dukung lgbt imbang,1,1,0,0,0,0,0
bajing jelang uji semester,1,1,0,0,0,0,0
salam pasek sistem kembang kampung budaya bal advokasi alih hak komunitas rumah adat minangkabau aset daerah rangka kembang wisata,0,0,0,0,0,0,0
masak citra tenaga kerja indonesia sepe i diaspora dahsyat dahsyat,0,0,0,0,0,0,0
ai islam bro tau dosa nyata kaum munafik parah orang kafir,1,1,1,0,0,0,0
tante girang asyik ngentot berondong kontol berondong memek chubby tante basah achhh enak banget sodok kont ,1,1,0,0,0,0,0
lupa nikmat makan enak kenyang sajahhhhh gembel ,1,1,0,0,0,0,0
iya mas cantik cari bikin sambal mencret maju,0,0,0,0,0,0,0
kerja seks komersial campur lepas kerudung kerja seks komersial baca twit nya fahri benci jokowi balas jokowi presiden maki maki orang fahri twit fahri penuh,1,1,0,0,0,1,0
kopar kafir pret pret bukti junjung sih uno beril nya negeri kafir,1,1,1,0,0,0,0
cebong dungu uniform resource locator,1,1,0,0,0,0,1
bani indomie 1 1 1,0,0,0,0,0,0,0
serang laku bangsa yahudi tingkat iman takwa allah subhanahu wa taala khotbah,0,0,0,0,0,0,0
jaman susilo bambang yudhoyono korupsi proyek mangkrak,1,0,0,0,0,0,1
al habib abdullah bin mukshin al keramat bogor orang buta orang lihat a orang buta orang lihat ilmu agama,0,0,0,0,0,0,0
bahasa asing ,0,0,0,0,0,0,0
bom ya gue nge i nalar orang bom sih sasar kacau banget sasar ya lepas justifikasi ya kait sasar,0,0,0,0,0,0,0
ciduk nih kunyuk proses hukum pakai matre uniform resource locator,1,1,0,0,0,0,1
sayang kunti tebas,0,0,0,0,0,0,0
presiden gelar rapat kabinet batas agenda bahas cepat laksana usaha i,0,0,0,0,0,0,0
apes antek orde ya sah sah mimpi orde,0,0,0,0,0,0,0
anies sandi produk saracen uniform resource locator,1,0,0,0,0,0,1
ya zaman susilo bambang yudhoyono korupsi jemaah senang,1,0,0,0,0,0,1
ahli sejarah islam pakar islam sila ban informasi bangsa negara,1,0,1,0,0,0,0
prof rombong cebong intelligence quotient dangkal uap,1,1,0,0,0,0,1
kasihan ya pasu nasi bungkus baju kotak kotak bayar,0,0,0,0,0,0,0
syukur banget sih debut bareng npc debut bareng anak yuehua cina ne terima kasih nih genting justin suka idol prod budak cinta koh,0,0,0,0,0,0,0
gubernur ahok lini susehhh hantam perempuan no uang korupsi no iseng omong nya,1,0,0,0,0,0,1
ketua komisi ih jokowi tolak hapus pilih kepala daerah langsung ketua komisi ih,0,0,0,0,0,0,0
gila jual pc jucan 100 gue pikir wkwk edan,1,1,0,0,0,0,0
orang politik nampaknya luah marhaen susah cari makan rejim ph nih luah hati niaga cari makan kontrak raja alam buang tepi,0,0,0,0,0,0,0
debat istilah islam nusantara tuding pro khilafah hati isis dukung islam nusantara cap antek antek jil pro yahudi bid ah sesat ya deklarasi orang indonesia be,0,0,0,0,0,0,0
omong mu rusak dasar kontol,1,1,0,0,0,1,0
ribut tai,1,1,0,0,0,0,1
budaya indonesia,0,0,0,0,0,0,0
playlist dygta sepi wali jodi alda titi kamal jablay,0,0,0,0,0,0,0
buru merpati eh sok min nuna sipit tarik hati eak,0,0,0,0,0,0,0
perintah bastian lengser jokowi halang halang aksi bela islam,1,0,0,0,0,0,1
tentara nasional indonesia gerak ai komunis indonesia bangkit rajalela lengser jokowi gagal total pimpin indonesia uniform resource locator,1,0,0,0,0,0,1
tonton perhati praktikan mantap need kuat bottom like that anjing parah gay video gay video gvid gay bandung ,1,1,0,0,0,0,0
suka video uniform resource locator ahok bebas anies puruk amp ancam gagal gubernur sandi resmi,1,0,0,0,0,0,1
goda setan kutuk,0,0,0,0,0,0,0
nya ngewe,1,1,0,0,0,0,0
ngewe pantai kayak enak bro gay video gay lokal ngentot ,1,1,0,0,0,0,0
muka kayak pantat monyet beruk celeng,1,1,0,0,1,0,0
salah orang baca 3 ayat salat onta hamil gemuk muslim,0,0,0,0,0,0,0
ai komunis indonesia kali susup acara min massa teriak ganyang ai komunis indonesia,1,0,0,1,0,0,0
mari bubar dewan wakil rakyat uniform resource locator,1,0,0,0,0,0,1
rizieq shihab front bela islam jancuk anjing kontol tempek anjing babi bajing bangsat lonte balon banci bencong tai cabul kecut cok teroris bubar organisasi masyarakat front bela islam hizbut tahrir indonesia makar,1,1,1,0,0,1,0
sih tebar benci sara kampanye anis sandi ya ya ya habis pikir,1,0,0,0,0,0,1
lepas orang cinta sulit banding terima cinta asing hati ipad news,0,0,0,0,0,0,0
sinting sih uniform resource locator,1,1,0,0,0,0,0
gue kasih info awardee beasiswa asing tar bocor australia,0,0,0,0,0,0,0
aaaamiiiiiiinnnn mudah mudah geblek riya posting gaji 13 14 lini,1,1,0,0,0,0,0
uang puluh triliun inalum hasil merger badan usaha milik negara tambang ujung ujung saham badan usaha milik negara tambang jual asing divestasi free po a inya laku perintah,0,0,0,0,0,0,0
bikin cacat roh bicara bilang sesal tinggal orang kayak harga,0,0,0,0,0,0,0
nyata sudut perintah sungguh naif amp munafik hidup manusia tau terima kasih amp balas budi tolol,1,1,0,0,0,0,1
nahdliyin hina ruf amin henti,0,0,0,0,0,0,0
malam tonton kafir 2002 mbah keren wali ,0,0,0,0,0,0,0
buku langka tuanku rao teror agama islam mazhab hambali tanah batak 1816 1833 1964 690 halaman hard cover minat,0,0,0,0,0,0,0
haha iya gembrot kseeeel gemas,1,1,0,0,0,0,0
ya i stalked haha i suka stalk orang bodoh nak tengok bodoh,1,1,0,0,0,0,0
kisah emis yahudi buta ,0,0,0,0,0,0,0
nyamuk keparat,1,1,0,0,0,0,0
bangkai ,1,1,0,0,0,0,1
foto profil nya pesawat bilang cinta produk asing sederhana ukur parah tingkat munafik mu langsung terjun pesawat biar sesuai,0,0,0,0,0,0,0
cacat mbappe,1,1,0,0,0,0,0
rohingya muslim rescued at sea off sumatra indonesia ekspat,0,0,0,0,0,0,0
ninja kali nih tukang roti keliling cepat banget hilang kali gue rumah kejar sarap,1,1,0,0,0,0,0
haha media dasar tempurung dungu,1,1,0,0,0,0,1
ridwan kamil kembang pesantren usaha rindu jawa barat juara 1 rindu jawa barat juara jawa barat juara rindu jawa barat juara nomor 1 pilih gubernur jawa barat 2018 ridwan kamil,0,0,0,0,0,0,0
bani taplak kotak kotak menang konspirasi wahyudi remason,1,1,1,0,0,0,0
rindu suha o kroni kroni kayak rezim suha o jual bangsa,0,0,0,0,0,0,0
gereoe coli teman pas tidur eh crot kontol kontol titit gereoe titit titit chiforchi sange ,1,1,0,0,0,0,0
rama banget mentwit balas kampang,1,1,0,0,0,0,1
76 24 sabar laksana tuhan orang dosa orang kafir,0,0,0,0,0,0,0
al alquran alkitab masuk kitab suci dukung bela kitab suci lawan orang ateis sepe i rocky,1,0,1,0,0,0,0
islam mas kafir masuk neraka muslim masuk surga amal nya,0,0,0,0,0,0,0
masyarakat adat badui serah hasil panen jabat bupati lebak ino sih rawita gubernur banten wahidin halim seba badui 2018,0,0,0,0,0,0,0
2 gus ipul mbak puti cipta program program keluarga harap super lengkap program keluarga harap program keluarga harap kembang presiden jokowi gus ipul puti menang,0,0,0,0,0,0,0
kayak kontol,1,1,0,0,0,1,0
nih gerak kontol bela chibi anjing,1,1,0,0,0,1,0
lompat wesss asa bawa taplak merah,0,0,0,0,0,0,0
sombong situ kampret cebong rendah hati rajin aji ,1,1,0,0,0,0,1
ajak ngewe direct message gue amatir anjir haha gange i,1,1,0,0,0,0,0
 himmler rupa pimpin divisi screenshoot bese a perwira screenshoot yesus orang yahudi orang ras arya,0,0,0,0,0,0,0
umur hidup gue lihat kecoa terbang pe kali gue lihat kecoa terbang mata gue semenjak gue lihat kecoa terbang gue takut terbang bangkai,1,1,0,0,0,0,0
indonesia mundur presiden nya ya mas mas fitnah pakde jokowi uniform resource locator,1,0,0,0,0,0,1
pas razia polisi siswa ai adil sejahtera polisi aman sekolah pakai kerudung suruh rambut ikat jilbab pas razia ciduk pakai jilbab suruh pakai taplak jam pulang wkwk,0,0,0,0,0,0,0
catat menantu sinting lakban laki banget lakban definisi df hype e transfer protocol ,0,0,0,0,0,0,0
hebat nya teriak antek cina,1,0,0,1,0,0,0
jokowi pilih 2019 calon presiden bongkar pasang isi lobang congklak presiden coba coba pikir lurus amp negeri urus pilih 2019 jokowi 2019 jokowi jokowi kuat,0,0,0,0,0,0,0
ayo pancing antek komunis negara republik indonesia selenggara tonton bareng film khianat 30 sih ai komunis indonesia,1,0,0,1,0,0,0
yf ngewe ayo sebal banget gue,1,1,0,0,0,0,0
min internet kacau murah jelek hitung lumayan min internet kacrut,1,1,0,0,0,0,1
percaya induk nista tahan bela uniform resource locator,1,0,0,0,0,0,1
untung bantai warga ahmadiyah jokowi salah,1,0,1,0,0,0,0
edan edan pokok 2019 ganti presiden usir cina cina keparat tau malu,1,1,0,1,0,0,0
demo komisi berantas korupsi bawa pasu nasi bungkus biar malu ,0,0,0,0,0,0,0
rapat koordinasi kembang bandara plt gubernur jawa hadir presiden ri purbalingga,0,0,0,0,0,0,0
emut emut sayang memek se ,1,1,0,0,0,0,0
ribu slot main asing asia asean nama raphael maitimo tonjok lali serang buang pinjam 1 2 beli lokal 1 asing argentina 1,0,0,0,0,0,0,0
mama orang ntt,0,0,0,0,0,0,0
junjung jam 1 bilang gebuk jam 1 15 sweeping ai komunis indonesia,1,0,0,0,0,0,1
mentwit sim gue lihat gambar gambar seliwer nada simnya tembak mungut pos ronda tingkat cerdas kemudi bego idiot npe anyaannya sim eak uniform resource locator,1,1,0,0,0,0,0
ya ya materi hukum gue susah jurus porsi susah ilmu alam banding banding jurus gue susah borjuis elite bagus alah tai kucing ,1,1,0,0,0,0,1
kerja tulus diktator jokowi tukang mungkir janji ludah mayat korban genosida 1965 1966 bantai,1,0,0,0,0,0,1
cebong dolar pengaruh mata picek ganti presiden 2019,1,1,0,0,1,0,0
bangkai ah awas fitnah gue iya berak,1,1,0,0,0,0,1
tuju islam nusantara indonesia agama kristen protestan nusantara katolik nusantara buddha nusantara hindu nusantara agama nusantara biar seragam negara republik indonesia,0,0,0,0,0,0,0
bicara laptop cina maksud made in cina 90 laptop dunia cina,0,0,0,0,0,0,0
bibir ky congor bebek,1,1,0,0,1,0,0
patuh hadap tuhan mu keras kepala hakim orang fitnah hasut tebar benci mengatasnamakan agama butuh cermin sadar sembah tuhan mu,0,0,0,0,0,0,0
muhammad nabi gadungan biar rakyat info,1,1,1,0,0,0,0
bani kampret ya nafsu kuasa korupsi jemaah sepe i kader ai adil sejahtera gubernur sumatra utara,1,1,0,0,0,0,1
calon presiden calon wakil presiden ri 1 nih pintar pro orang otoriter,0,0,0,0,0,0,0
kali saksi topeng monyet kampung iri kelompok topeng monyet sulap buah aksi siksa hadap ekor monyet tonton hibur warga uniform resource locator,0,0,0,0,0,0,0
pikir kuasa peduli rakyat kayak 2019 ganti presiden,1,0,0,0,0,0,1
gubernur sumatra selatan alex nurdin sosialisasi asi games masyarakat camat sako,0,0,0,0,0,0,0
bokep indonesia ngewe,0,0,0,0,0,0,0
cina nih kereta perempuan ,0,0,0,0,0,0,0
cocot diam komplot tukang halus rebut laki orang dukung,1,1,0,0,0,0,1
gue budek gara gara pakai headset gara gara flu,0,0,0,0,0,0,0
indah cocot ai adil sejahtera bicara ketua kayak bencong gaya bicara aduh sadizzz,1,1,0,0,0,1,0
ngoaaahahaaa saking kejang kejang nya sih bani kuda prabowo bin onta baca tulis gue selingkuh kuda prabowo ngoaaahahaaaa ,1,1,0,0,0,0,1
politis tai babi pagi pagi koar butuh negara republik indonesia jilat bangsa kutu loncat,1,1,0,0,0,0,1
tunggu habis aset negara lengser jokowi,1,0,0,0,0,0,1
be aji nya komisi berantas korupsi era era komitmen berantas korupsi surat pemberitahuan era susilo bambang yudhoyono,1,0,0,0,0,0,1
maroko anies panggil super gubernur,0,0,0,0,0,0,0
sok dick end kontol,1,1,0,0,0,0,0
be anya sih suka korea pop korea pop plastik sipit ganteng ganteng he be anya sih suka barat barat lokal mata nya belo well means everyone has their own taste,0,0,0,0,0,0,0
kali angkat jempol isi nyata tindak aksi tes the water bela agama sejati abal abal dukung nyata,0,0,0,0,0,0,0
alah bicara samper ciut haha kampang,1,1,0,0,0,0,1
ai demokrasi indonesia juang target ya menang 80 persen tidore strategi malu utara,0,0,0,0,0,0,0
ahok sukmawati ganjar pranowo kecele nista agama untung politik ahok pilih gubernur jaka a penuh aroma racist sukmawati,0,0,0,0,0,0,0
siklus couple an beda asing break break up sepe i coba buka nya nya komunikasi peka ,0,0,0,0,0,0,0
presiden aspek indonesia mbak anti investasi asing ubah invasi asing wajib warga negara lawan,0,0,0,0,0,0,0
teki onta bang sombong,1,1,0,0,0,0,1
harap menteri agama gelar diskusi buka adab,0,0,0,0,0,0,0
allan nairn prabowo presiden,0,0,0,0,0,0,0
musyrik a inya tiada lawan tauhid a inya bangbang wetan april,0,0,0,0,0,0,0
indonesia bangun hambalang teror reklamasi cina meika a lancar aman,1,0,0,1,0,0,0
anak cebong kampret polos an cebong kampret tua ,1,1,0,0,0,0,1
diktator jokowi jongos organisasi jagal manusia nahdlatul ulama ulama inspirasi,1,1,0,0,0,0,1
sadar krisis moneter krisis ekonomi,0,0,0,0,0,0,0
banci kaleng malu pe anyaan 2 nyungsep koe uniform resource locator,1,1,0,0,0,1,0
umat musuh umat provokasi agama bentur beda pilih beda sikap politik waras,0,0,0,0,0,0,0
captain tai ganteng garam sepe inya wkwk,0,0,0,0,0,0,0
seoul salah destinasi favorit asia budaya unik hallyu korean gelombang faktor utama seoul banjir traveler jelajah korea intip 6 seru laku seo,0,0,0,0,0,0,0
tuju kaca biar sadar pas kemarin hina ismed bambang pamungkas ego michel pusamania borneo football club tolol,1,1,0,0,0,0,1
lihat setan takut tau setan cari saudara goblok ketik ketik,1,1,0,0,0,0,0
bacot x sih asing ki,1,1,0,0,0,0,1
banget lelaki berengsek dunia mudah mudah masuk ya uniform resource locator,1,1,0,0,0,0,0
bantu citra,1,0,0,0,0,0,1
monyet ahok tutup bukti langgar anies tutup ale izin t ,1,1,0,0,0,0,1
 merek amp merek top barang jual koleksi pribadi jual pakai hijab amp baju crop trans esophageal echocardiografi pakai rawat amp riwayat peny,0,0,0,0,0,0,0
musyrik zalim tutup hafal alquran hadis,0,0,0,0,0,0,0
tanah abang trotoar sampah,0,0,0,0,0,0,0
iya ngeri stabil finansial teman serah tenaga kerja indonesia tenaga kerja wanita pas meni butuh biaya modal kali ya ,0,0,0,0,0,0,0
cebong senior nih,1,1,0,0,0,0,1
iya khianat ai komunis indonesia,0,0,0,0,0,0,0
pintar tolol tipis batas fahri pergi toko minum keras kendara sepeda beli botol ,1,1,0,0,0,0,0
ekonomi salah ilmu sosial ajar aktivitas manusia hubung produksi distribusi konsumsi hadap barang jasa,0,0,0,0,0,0,0
mention gue genap ya bong mention gue ras masuk kakus cebong dungu berfollower 2 digit,1,1,0,0,0,0,1
presiden amerika barack hussein obama desak putin tarik mundur tentara rusia ukraina,0,0,0,0,0,0,0
timbal tenaga kerja asing min cepat cepat pulang tolong,0,0,0,0,0,0,0
terima kasih ustaz suara radikal radikal pikir rejim mesjid radikal kampus radikal dosen radikal pijak adab hancur indonesia,0,0,0,0,0,0,0
istilah kecebong kampret harap hilang jagat dunia maya istilah kafir kafir sesat sesat a edisingadukaaa,1,1,0,0,0,0,1
gila nih panas nutrisari jeruk amerika idiot keringetan,1,1,0,0,0,0,0
shio baekhyun monyet,0,0,0,0,0,0,0
gue ngewe,1,1,0,0,0,0,0
cebong an gelas nya gambar 5 periode cebong ,1,1,0,0,0,0,0
bro tolong goreng teori konspirasi islamofobia kafir yahudi asing asing liberal komunis lgbt,0,0,0,0,0,0,0
ih asli teman teman gue asing ,0,0,0,0,0,0,0
